Country or Area,City,Source Year,Value,ISO3166-1-Alpha-2,ISO3166-1-Alpha-3
Romania,Cluj-Napoca,2023,286598,RO,ROU
Norway,Trondheim,2024,286930,NO,NOR
Myanmar,Pathein,2018,287071,MM,MMR
India,Ichalkaranji,2017,287353,IN,IND
Mexico,Silao,2024,287486,MX,MEX
Mozambique,Nacala,2022,287536,MZ,MOZ
Brazil,Guarujá,2024,287634,BR,BRA
Japan,Ibaraki,2022,287730,JP,JPN
Ecuador,Machala,2025,288072,EC,ECU
China,Shaowu,2002,288401,CN,CHN
China,Sanmenxia,2002,288746,CN,CHN
Algeria,Khenchela,2016,288849,DZ,DZA
Myanmar,Magway,2018,289247,MM,MMR
United Kingdom of Great Britain and Northern Ireland,Nottingham,2013,289301,GB,GBR
India,Sonipat,2017,289333,IN,IND
Myanmar,Mawlamyine,2018,289388,MM,MMR
Indonesia,Kediri,2024,289418,ID,IDN
Argentina,Vicente López,1991,289505,AR,ARG
India,Dewas,2017,289550,IN,IND
Japan,Morioka,2022,289731,JP,JPN
India,Karimnagar,2017,289821,IN,IND
Peru,Ica,2019,289861,PE,PER
Uganda,Mbale,2024,289941,UG,UGA
Venezuela (Bolivarian Republic of),Acarigua-Araure,2012,290146,VE,VEN
Netherlands (Kingdom of the),Eindhoven,2024,290147,NL,NLD
United States of America,Plano (TX),2024,290190,US,USA
Israel,Haifa,2025,290990,IL,ISR
Egypt,El-Khosos,2011,291242,EG,EGY
France,Strasbourg,2025,291313,FR,FRA
United States of America,Jersey City (NJ),2024,291657,US,USA
Austria,Graz,2024,291731,AT,AUT
Brazil,Limeira,2024,291869,BR,BRA
China,Kaiyuan (Yunnan),2002,292039,CN,CHN
India,Kukatpalle,2007,292289,IN,IND
Uganda,Jinja,2024,292386,UG,UGA
Thailand,Kanchanaburi,2013,292521,TH,THA
China,Fuquan,2002,292720,CN,CHN
Ghana,Tema,2015,292773,GH,GHA
India,Gandhinagar,2017,292797,IN,IND
Egypt,Ismailia,2011,293184,EG,EGY
Philippines,Mabalacat,2023,293244,PH,PHL
Mexico,San Francisco Coacalco,2021,293245,MX,MEX
Venezuela (Bolivarian Republic of),Cabimas,2016,293365,VE,VEN
India,Bally (Municipality),2017,293373,IN,IND
India,Aizawl,2017,293416,IN,IND
Côte d'Ivoire,San Pédro,2023,293444,CI,CIV
Oman,Salalah,2022,293962,OM,OMN
Republic of Korea,Gyeongsan,2025,293995,KR,KOR
Nepal,Lalitpur,2023,294098,NP,NPL
Malaysia,M.P. Kulai,2022,294156,MY,MYS
China,Jishou,2002,294297,CN,CHN
Uzbekistan,Bukhara,2024,294536,UZ,UZB
United States of America,Lincoln (NE),2024,294757,US,USA
Spain,Vigo,2024,294910,ES,ESP
China,Anning,2002,295173,CN,CHN
Ecuador,Durán,2025,295211,EC,ECU
India,Tirupati,2017,295323,IN,IND
Saudi Arabia,Al-Seeh,2023,295462,SA,SAU
Uzbekistan,Karshi,2024,295579,UZ,UZB
Philippines,Silang,2023,295644,PH,PHL
India,Panipat,2017,295970,IN,IND
Bangladesh,Comilla,2017,296010,BD,BGD
India,Darbhanga,2017,296039,IN,IND
United States of America,Durham (NC),2024,296186,US,USA
Philippines,Tagum,2023,296202,PH,PHL
Iraq,Kerbala,1987,296705,IQ,IRQ
Bahamas,NASSAU,2024,296732,BS,BHS
India,Biharsharif,2017,297268,IN,IND
China,Dexing,2002,297784,CN,CHN
Congo,Pointe-Noire,1984,298014,CG,COG
Russian Federation,Saransk,2013,298103,RU,RUS
Yemen,Al-Hudaydah (Hodeidah),2002,298452,YE,YEM
Canada,Burnaby,2025,298986,CA,CAN
Argentina,San Isidro,1991,299023,AR,ARG
Algeria,Ain Temouchent,2016,299341,DZ,DZA
Saudi Arabia,Al-Mubarraz,2023,299501,SA,SAU
Italy,Catania,2024,299730,IT,ITA
Indonesia,Binjai,2024,300009,ID,IDN
Brazil,Várzea Grande,2024,300078,BR,BRA
India,Ozhukarai,2017,300104,IN,IND
Brazil,Camaçari,2024,300372,BR,BRA
Germany,Augsburg,2024,301033,DE,DEU
China,Gaoming,2002,301041,CN,CHN
China,Yangzhong,2002,301672,CN,CHN
Mexico,Gómez Palacio,2021,301742,MX,MEX
India,Karnal,2017,302140,IN,IND
India,Tumkur,2017,302143,IN,IND
United Kingdom of Great Britain and Northern Ireland,South Lanarkshire,2006,302216,GB,GBR
United States of America,Greensboro (NC),2024,302296,US,USA
India,NEW DELHI,2007,302363,IN,IND
Saudi Arabia,Al-Jubayl,2023,302446,SA,SAU
France,Montpellier,2025,302454,FR,FRA
Colombia,Palmira,2020,302642,CO,COL
Brazil,Palmas,2024,302692,BR,BRA
Egypt,Zagazig,2011,302840,EG,EGY
Lithuania,Kaunas,2024,302875,LT,LTU
Republic of Korea,Yeosu,2002,303233,KR,KOR
United States of America,Pittsburgh (PA),2024,303255,US,USA
Japan,Kurume,2022,303316,JP,JPN
Japan,Akashi,2022,303601,JP,JPN
Russian Federation,Murmansk,2013,303754,RU,RUS
United States of America,St. Paul (MN),2024,303820,US,USA
Mexico,Ciudad Santa Catarina,2021,304052,MX,MEX
China,Luohe,2002,304105,CN,CHN
China,Jincheng,2002,304221,CN,CHN
Iran (Islamic Republic of),Kashan,2017,304487,IR,IRN
United States of America,Newark (NJ),2024,304960,US,USA
Canada,Gatineau,2025,305334,CA,CAN
Russian Federation,Vologda,2013,305397,RU,RUS
Japan,Yokkaichi,2022,305424,JP,JPN
Ecuador,Santa Elena,2012,305632,EC,ECU
Indonesia,Palangkaraya,2024,305907,ID,IDN
Myanmar,Myitkyina,2018,306949,MM,MMR
India,Hisar,2017,307024,IN,IND
Philippines,Puerto Princesa,2023,307079,PH,PHL
India,Parbhani,2017,307170,IN,IND
Mozambique,Tete,2022,307338,MZ,MOZ
Malaysia,M.P. Kuala Langat,2022,307418,MY,MYS
Brazil,Suzano,2024,307429,BR,BRA
Japan,Akita,2022,307672,JP,JPN
Uzbekistan,Kokand,2024,308131,UZ,UZB
Algeria,Souq Ahras,2016,308319,DZ,DZA
China,Tongren,2002,308583,CN,CHN
Canada,Saskatoon,2025,308626,CA,CAN
Japan,Kasugai,2022,308681,JP,JPN
Germany,Karlsruhe,2024,308707,DE,DEU
Iraq,Najaf,1987,309010,IQ,IRQ
Russian Federation,Vladikavkaz (Osetinskaya ASSR),2013,309173,RU,RUS
Iran (Islamic Republic of),Qods,2017,309605,IR,IRN
Iran (Islamic Republic of),Shahriar,2017,309607,IR,IRN
Chile,Temuco,2024,309696,CL,CHL
Indonesia,Pakalongan,2024,309742,ID,IDN
Mexico,Campeche,2024,309791,MX,MEX
Iran (Islamic Republic of),Sari,2017,309820,IR,IRN
China,Muling,2002,310096,CN,CHN
Mexico,Soledad de Graciano Sanchez,2021,310192,MX,MEX
United States of America,Santa Ana (CA),2024,310539,US,USA
Mexico,La Paz,2024,310603,MX,MEX
Bulgaria,Varna,2023,310664,BG,BGR
Brazil,Taubaté,2024,310739,BR,BRA
Nigeria,Calabar,2002,310839,NG,NGA
Democratic People's Republic of Korea,Nampho,2009,310864,KP,PRK
United States of America,Cincinnati (OH),2024,311097,US,USA
India,Nizamabad,2017,311152,IN,IND
China,Hulin,2002,311509,CN,CHN
Philippines,Tanza,2023,312116,PH,PHL
Pakistan,Jhelum,2024,312426,PK,PAK
Malaysia,M.B. Pasir Gudang,2022,312437,MY,MYS
Nigeria,Okene,2002,312775,NG,NGA
China,Wugang (Henan),2002,313089,CN,CHN
Philippines,Binangonan,2023,313631,PH,PHL
Australia,Greater Wollongong,2025,313745,AU,AUS
India,Kulti,2017,313809,IN,IND
Finland,Espoo,2024,314024,FI,FIN
South Africa,Khayelitsa,2000,314239,ZA,ZAF
India,Barddhaman,2017,314265,IN,IND
China,Shizuishan,2002,314296,CN,CHN
Colombia,Neiva,2020,314526,CO,COL
United States of America,Irvine (CA),2024,314621,US,USA
Malaysia,M.P. Muar,2022,314776,MY,MYS
Russian Federation,Cherepovets,2013,315186,RU,RUS
Greece,Thessaloniki,2014,315196,GR,GRC
Germany,Mannheim,2024,315554,DE,DEU
Equatorial Guinea,MALABO,2022,315665,GQ,GNQ
Thailand,Sakon Nakhon,2013,315788,TH,THA
Egypt,Faiyûm,2011,315940,EG,EGY
India,Thrissur,2017,315957,IN,IND
Brazil,Barueri,2024,316473,BR,BRA
United States of America,Corpus Christi (TX),2024,316595,US,USA
Italy,Bari,2024,316736,IT,ITA
Uganda,Kira,2016,317428,UG,UGA
Senegal,Guediawaye,2011,317464,SN,SEN
Yemen,Ta'izz,2002,317571,YE,YEM
Japan,Naha,2022,317625,JP,JPN
China,Xifeng,2002,317669,CN,CHN
China,Jianyang (Fujian),2002,317848,CN,CHN
Thailand,Ratchaburi,2013,317886,TH,THA
Pakistan,Chiniot,2024,318165,PK,PAK
Dominican Republic,Santo Domingo West,2012,318181,DO,DOM
China,Hechi,2002,318348,CN,CHN
Pakistan,Hafizabad,2024,318621,PK,PAK
Russian Federation,Orel,2013,318642,RU,RUS
United States of America,Riverside (CA),2024,318858,US,USA
Malaysia,M.P. Kulim,2022,319056,MY,MYS
India,Junagadh,2017,319462,IN,IND
United States of America,Stockton (CA),2024,319543,US,USA
Bulgaria,Plovdiv,2023,319612,BG,BGR
United Kingdom of Great Britain and Northern Ireland,Birkenhead,2006,319675,GB,GBR
India,Raurkela Town,2017,320040,IN,IND
United States of America,Lexington-Fayette (KY),2024,320154,US,USA
Canada,Kitchener,2025,320360,CA,CAN
India,Chandrapur,2017,320379,IN,IND
United States of America,Orlando (FL),2024,320742,US,USA
Russian Federation,Volzhsky,2013,320761,RU,RUS
Chile,Valparaíso,2024,320816,CL,CHL
Germany,Münster (Westf.),2024,320946,DE,DEU
Russian Federation,Surgut,2013,321062,RU,RUS
United Kingdom of Great Britain and Northern Ireland,North Lanarkshire,2006,321067,GB,GBR
Uzbekistan,Fergana,2024,321820,UZ,UZB
Mexico,Minatitlán,2024,322253,MX,MEX
India,Alwar,2017,322568,IN,IND
India,Shimoga,2017,322650,IN,IND
Brazil,Vitória,2024,322869,BR,BRA
Niger,Zinder,2016,322935,NE,NER
France,Nantes,2025,323204,FR,FRA
China,Zhoukou,2002,323738,CN,CHN
Kenya,Kikuyu,2021,323825,KE,KEN
Poland,Lublin,2023,324568,PL,POL
Malaysia,M.P. Sepang,2022,324585,MY,MYS
Philippines,Cotabato,2023,325079,PH,PHL
Côte d'Ivoire,Anyama,2023,325209,CI,CIV
India,Rampur,2017,325313,IN,IND
Brazil,Pelotas,2024,325685,BR,BRA
Paraguay,Ciudad del Este,2024,325819,PY,PRY
Madagascar,Toamasina,2024,325857,MG,MDG
United Kingdom of Great Britain and Northern Ireland,Coventry,2013,325949,GB,GBR
Philippines,San Pedro,2023,326001,PH,PHL
Japan,Kochi,2022,326545,JP,JPN
Russian Federation,Kurgan,2013,326729,RU,RUS
Philippines,Cabanatuan,2023,327325,PH,PHL
India,Bijapur,2017,327427,IN,IND
Peru,Pucallpa,2019,327568,PE,PER
Japan,Koriyama,2022,327692,JP,JPN
China,Shangrao,2002,327703,CN,CHN
Democratic People's Republic of Korea,Wonsan,2009,328467,KP,PRK
Azerbaijan,Ganja,2022,328823,AZ,AZE
Russian Federation,Kaluga,2013,328871,RU,RUS
Japan,Asahikawa,2022,329306,JP,JPN
Russian Federation,Chita,2013,329391,RU,RUS
Brazil,São José dos Pinhais,2024,329628,BR,BRA
Nigeria,Sokoto,2002,329639,NG,NGA
India,Shahjahanpur,2017,329736,IN,IND
Brazil,Ribeirão das Neves,2024,329794,BR,BRA
Kazakhstan,Semipalatinsk,2024,329824,KZ,KAZ
Brazil,São Vicente,2024,329911,BR,BRA
India,Kamarhati,2017,330211,IN,IND
Poland,Bydgoszcz,2023,330375,PL,POL
Russian Federation,Smolensk,2013,330451,RU,RUS
Lesotho,MASERU,2018,330760,LS,LSO
Pakistan,Swat,2021,331377,PK,PAK
Ukraine,Simferopol,2013,331936,UA,UKR
Brazil,Santarém,2024,331942,BR,BRA
Japan,Maebashi,2022,332149,JP,JPN
Costa Rica,Alajuela,2025,332676,CR,CRI
Philippines,Basilan,2005,332828,PH,PHL
Japan,Iwaki,2022,332931,JP,JPN
Senegal,Rufisque,2011,333032,SN,SEN
Democratic People's Republic of Korea,Sinuiju,2009,334031,KP,PRK
Republic of Korea,Gwangmyeong (Kwangmyong),2002,334089,KR,KOR
Saudi Arabia,Abha,2023,334290,SA,SAU
China,Ya'an,2002,334475,CN,CHN
Ecuador,Santo Domingo de los Colorados,2025,334826,EC,ECU
China,Yongan,2002,334852,CN,CHN
United Kingdom of Great Britain and Northern Ireland,Cardiff,2013,335145,GB,GBR
China,Baishan,2002,335400,CN,CHN
United Kingdom of Great Britain and Northern Ireland,Coventry/Bedworth,2006,336452,GB,GBR
Germany,Bonn,2024,336465,DE,DEU
China,Sanming,2002,337105,CN,CHN
Ukraine,Makijivka,2022,337277,UA,UKR
Senegal,Ziguinchor,2011,337295,SN,SEN
United States of America,Henderson (NV),2024,337305,US,USA
China,Luxi (Yunnan),2002,337406,CN,CHN
Brazil,Uberaba,2024,337836,BR,BRA
China,Zhumadian,2002,338036,CN,CHN
Algeria,Mestghanem (Mostaganem),2016,338143,DZ,DZA
Germany,Bielefeld,2024,338332,DE,DEU
China,Wudalianchi,2002,338689,CN,CHN
Republic of Moldova,CHISINAU (KISHINEV),2019,339079,MD,MDA
Uzbekistan,Nukus,2024,339166,UZ,UZB
Bangladesh,Barisal,2017,339308,BD,BGD
Mexico,San Martín Texmelucan,2024,339409,MX,MEX
Mexico,Poza Rica,2024,339591,MX,MEX
China,Lengshuijiang,2002,339701,CN,CHN
South Africa,Umlazi,2000,339715,ZA,ZAF
Thailand,Nakhon Pathom,2013,339736,TH,THA
Spain,Pamplona/Iruña,2024,339972,ES,ESP
China,Baise,2002,340483,CN,CHN
United States of America,Anaheim (CA),2024,340512,US,USA
China,Kashi (Xinjiang),2002,340640,CN,CHN
Ukraine,Sevastopol,2013,340735,UA,UKR
Indonesia,Cirebon (Tjirebon),2024,341235,ID,IDN
Japan,Koshigaya,2022,341621,JP,JPN
United States of America,Urban Honolulu (HI),2024,341778,US,USA
Brazil,Paulista,2024,342167,BR,BRA
Japan,Tokorozawa,2022,342464,JP,JPN
Chile,Las Condes,2024,343632,CL,CHL
Algeria,Tipaza,2016,343838,DZ,DZA
Argentina,Avellaneda,1991,344024,AR,ARG
South Africa,Kempton Park,2000,344426,ZA,ZAF
South Africa,Kathlehong,2000,344803,ZA,ZAF
India,Kadapa,2017,344893,IN,IND
Japan,Otsu,2022,345070,JP,JPN
India,Avadi,2017,345996,IN,IND
China,Jiuquan,2002,346258,CN,CHN
China,Huaihua,2002,346522,CN,CHN
Mexico,Colima-Villa de Álvarez,2024,346785,MX,MEX
Russian Federation,Kovrov,2013,346922,RU,RUS
Russian Federation,Vladimir,2013,346922,RU,RUS
Brazil,Canoas,2024,347657,BR,BRA
Mozambique,Quelimane,2022,347907,MZ,MOZ
Brazil,Cascavel,2024,348051,BR,BRA
France,Nice,2025,348085,FR,FRA
Indonesia,Ambon,2024,348225,ID,IDN
China,Lishui,2002,348241,CN,CHN
Chile,San Bernardo,2024,348640,CL,CHL
United Kingdom of Great Britain and Northern Ireland,Fife,2006,349429,GB,GBR
United Kingdom of Great Britain and Northern Ireland,Bradford,2013,349561,GB,GBR
India,Mathura,2017,349909,IN,IND
Brazil,Praia Grande,2024,349935,BR,BRA
Brazil,Olinda,2024,349976,BR,BRA
Russian Federation,Arkhangelsk,2013,350258,RU,RUS
Nigeria,Onitsha,2002,350280,NG,NGA
South Africa,BLOEMFONTEIN,2000,350504,ZA,ZAF
Spain,Alicante/Alacant,2024,350598,ES,ESP
Iran (Islamic Republic of),Gorgan,2017,350676,IR,IRN
India,Ahmadnagar,2017,350859,IN,IND
Philippines,Batangas,2023,351437,PH,PHL
China,Zixing,2002,351581,CN,CHN
Côte d'Ivoire,Daloa,2023,351670,CI,CIV
Australia,Central Coast,2025,351934,AU,AUS
Republic of Korea,Jinju (Chinju),2025,352011,KR,KOR
China,Huaying,2002,352257,CN,CHN
Denmark,Århus,2021,352315,DK,DNK
Colombia,Pasto,2020,352326,CO,COL
Brazil,Franca,2024,352536,BR,BRA
Japan,Takatsuki,2022,352698,JP,JPN
Nigeria,Abeokuta,2002,352735,NG,NGA
Republic of Korea,Yangsan,2025,352958,KR,KOR
Brazil,Cariacica,2024,353491,BR,BRA
Canada,Vaughan,2025,353648,CA,CAN
Peru,Chimbote,2019,354273,PE,PER
China,Meizhou,2002,354302,CN,CHN
India,Muzaffarpur,2017,354462,IN,IND
Japan,Kawagoe,2022,354571,JP,JPN
China,Tieli,2002,354601,CN,CHN
Japan,Nara,2022,354630,JP,JPN
Philippines,San Fernando (Pampanga),2023,354666,PH,PHL
Philippines,Cabuyao,2023,355330,PH,PHL
Republic of Korea,Uijeongbu (Eujeongbu),2002,355380,KR,KOR
China,Wuzhong,2002,355442,CN,CHN
Brazil,Caucaia,2024,355679,BR,BRA
Algeria,Ghardaïa,2016,355701,DZ,DZA
Belarus,Grodno,2021,355942,BY,BLR
Indonesia,Sukabumi,2024,356410,ID,IDN
India,Brahmapur,2017,356598,IN,IND
Japan,Wakayama,2022,356729,JP,JPN
Belarus,Mogilev,2021,356821,BY,BLR
China,Yining,2002,357519,CN,CHN
Costa Rica,SAN JOSÉ,2025,357976,CR,CRI
Venezuela (Bolivarian Republic of),Cumaná,2016,358138,VE,VEN
Thailand,Phuket,2013,358159,TH,THA
Venezuela (Bolivarian Republic of),Baruta,2016,358221,VE,VEN
China,Dongfang,2002,358318,CN,CHN
Brazil,Ponta Grossa,2024,358371,BR,BRA
Rwanda,Muhanga,2024,358433,RW,RWA
Russian Federation,Nizhny Tagil,2013,358651,RU,RUS
Mexico,Chilpacingo de los Bravo,2024,358701,MX,MEX
Germany,Wuppertal,2024,358876,DE,DEU
Republic of Korea,Asan,2025,359053,KR,KOR
Kazakhstan,Uralsk,2024,359243,KZ,KAZ
Mexico,Coatzacoalcos,2024,359274,MX,MEX
India,Bhilwara,2017,359483,IN,IND
Pakistan,Abbotabad,2024,360077,PK,PAK
Pakistan,Mingora,2024,361112,PK,PAK
Brazil,Blumenau,2024,361261,BR,BRA
Ecuador,Cuenca,2025,361524,EC,ECU
Pakistan,Burewala,2024,361664,PK,PAK
Mexico,Ciudad Victoria,2024,361737,MX,MEX
Türkiye,Sivas (Merkez),2023,362002,TR,TUR
Sweden,Malmö,2024,362133,SE,SWE
Equatorial Guinea,Bata,2022,362220,GQ,GNQ
United Kingdom of Great Britain and Northern Ireland,The Potteries,2006,362403,GB,GBR
China,Tongling,2002,362477,CN,CHN
United States of America,Cleveland (OH),2024,362656,US,USA
Italy,Firenze,2024,362742,IT,ITA
Lebanon,BEIRUT,2015,363033,LB,LBN
Philippines,Iligan,2023,363115,PH,PHL
Pakistan,Nawabshah,2024,363138,PK,PAK
Mozambique,Chimoio,2022,363336,MZ,MOZ
Nigeria,Warri,2002,363382,NG,NGA
China,Chaozhou,2002,363582,CN,CHN
Algeria,Guelma,2016,363716,DZ,DZA
Iraq,Sulamaniya,1987,364096,IQ,IRQ
Philippines,Mandaue,2023,364116,PH,PHL
Papua New Guinea,PORT MORESBY,2018,364125,PG,PNG
United States of America,New Orleans (LA),2024,364136,US,USA
Russian Federation,Sochi,2013,364171,RU,RUS
Belarus,Vitebsk,2021,364674,BY,BLR
Brazil,Rio Branco,2024,364756,BR,BRA
Oman,Bawshar,2022,364959,OM,OMN
Thailand,Roi Et,2013,365113,TH,THA
India,Korba,2017,365253,IN,IND
United Kingdom of Great Britain and Northern Ireland,Teesside,2006,365323,GB,GBR
India,Bilaspur,2017,365579,IN,IND
Thailand,Phra Nakhon Si Ayutthaya,2013,365736,TH,THA
Germany,Bochum,2024,365742,DE,DEU
Uganda,Nansana,2016,365857,UG,UGA
Australia,Sunshine Coast,2025,365942,AU,AUS
South Africa,Benoni,2000,366343,ZA,ZAF
Philippines,Baguio,2023,366358,PH,PHL
India,Kollam,2017,367107,IN,IND
Kazakhstan,Pavlodar,2024,367825,KZ,KAZ
Ukraine,Vinnitsa,2022,367901,UA,UKR
Canada,Markham,2025,368110,CA,CAN
Pakistan,Mardan,2024,368302,PK,PAK
Spain,Santa Cruz de Tenerife,2024,368482,ES,ESP
China,Hejin,2002,368572,CN,CHN
Mexico,Ixtapaluca,2021,368585,MX,MEX
Nepal,Bharatpur,2023,369268,NP,NPL
Brazil,Itaquaquecetuba,2024,369275,BR,BRA
United Kingdom of Great Britain and Northern Ireland,Reading/Wokingham,2006,369804,GB,GBR
Russian Federation,Belgorod,2013,369815,RU,RUS
Nigeria,Oyo,2002,369894,NG,NGA
Brazil,Vitória da Conquista,2024,370879,BR,BRA
Algeria,Laghouat,2016,371204,DZ,DZA
Zimbabwe,Chitungwiza,2023,371246,ZW,ZWE
Chile,Viña del Mar,2024,371490,CL,CHL
Japan,Toyohashi,2022,371920,JP,JPN
Myanmar,Monywa,2018,372095,MM,MMR
Algeria,Bouira,2016,372196,DZ,DZA
Thailand,Lampang,2013,372463,TH,THA
Japan,Nagano,2022,372760,JP,JPN
China,Nanxiong,2002,372844,CN,CHN
Philippines,Butuan,2023,372910,PH,PHL
Philippines,Lipa,2023,372931,PH,PHL
Japan,Takasaki,2022,372973,JP,JPN
China,Jiexiu,2002,372993,CN,CHN
China,Xuchang,2002,373387,CN,CHN
Iran (Islamic Republic of),Khoramabad,2017,373416,IR,IRN
China,Huanggang,2002,373568,CN,CHN
Kazakhstan,Ust-Kamenogorsk,2024,373701,KZ,KAZ
China,Jizhou,2002,373825,CN,CHN
India,Rohtak,2017,374292,IN,IND
Mexico,Uruapan,2024,375306,MX,MEX
Mexico,Cuautla,2024,375353,MX,MEX
Malaysia,M.B. Kuala Terengganu,2022,375424,MY,MYS
India,Dhule,2017,375559,IN,IND
New Zealand,Manukau,2011,375700,NZ,NZL
Thailand,Buri Ram,2013,375999,TH,THA
India,Rajahmundry,2017,376333,IN,IND
Philippines,Cainta,2023,376933,PH,PHL
India,Panihati,2017,377347,IN,IND
Peru,Iquitos,2019,377609,PE,PER
Brazil,Caruaru,2024,378048,BR,BRA
China,Anguo,2002,378830,CN,CHN
Indonesia,Yogyakarta,2024,378913,ID,IDN
Brazil,Bauru,2024,379146,BR,BRA
South Africa,Vereeniging,2000,379638,ZA,ZAF
Japan,Ichinomiya,2022,380073,JP,JPN
Republic of Korea,Sejong,2025,380410,KR,KOR
Philippines,Malabon,2023,380522,PH,PHL
Uganda,Arua,2024,380824,UG,UGA
Spain,Las Palmas de Gran Canaria,2024,380863,ES,ESP
China,Wuzhou,2002,381043,CN,CHN
Türkiye,Elazig (Merkez),2023,381158,TR,TUR
Saudi Arabia,Najran (Aba as-Suud),2023,381431,SA,SAU
Myanmar,Taunggyi,2018,381639,MM,MMR
China,Ningguo,2002,381842,CN,CHN
Rwanda,Huye,2024,381900,RW,RWA
China,Kuerle,2002,381943,CN,CHN
India,Latur,2017,382940,IN,IND
Bangladesh,Savar Pourasabha,2023,384105,BD,BGD
India,Kakinada,2017,384182,IN,IND
Mexico,Xico,2021,384327,MX,MEX
China,Dazhou,2002,384525,CN,CHN
Japan,Okazaki,2022,384654,JP,JPN
Indonesia,Bengkulu,2024,384841,ID,IDN
Philippines,Tarlac,2023,385398,PH,PHL
Japan,Suita,2022,385567,JP,JPN
China,Yidu,2002,385779,CN,CHN
Mexico,Tehuacán,2024,385967,MX,MEX
India,Bhatpara,2017,386019,IN,IND
Philippines,Taytay,2023,386451,PH,PHL
Côte d'Ivoire,Korhogo,2023,386586,CI,CIV
Brazil,Petrolina,2024,386791,BR,BRA
Brazil,Carapicuíba,2024,386984,BR,BRA
China,Hancheng,2002,387041,CN,CHN
China,Fenyang,2002,387046,CN,CHN
Saudi Arabia,Hafar al-Batin,2023,387096,SA,SAU
China,Changji,2002,387169,CN,CHN
Guinea-Bissau,BISSAU,2014,387909,GW,GNB
Japan,Yokosuka,2022,388078,JP,JPN
China,Hami,2002,388714,CN,CHN
Italy,Bologna,2024,389200,IT,ITA
Egypt,Assyût,2011,389307,EG,EGY
Mexico,Monclova-Frontera,2024,389516,MX,MEX
Venezuela (Bolivarian Republic of),Barinas,2016,389578,VE,VEN
Bangladesh,Mymensingh,2017,389918,BD,BGD
Guatemala,Villa Nueva,2001,390329,GT,GTM
Algeria,Jijel,2016,391096,DZ,DZA
Poland,Szczecin,2023,391404,PL,POL
India,Muzaffarnagar,2017,392768,IN,IND
Brazil,Diadema,2024,393237,BR,BRA
United Republic of Tanzania,Tanga,2024,393429,TZ,TZA
Ukraine,Lugansk,2022,394202,UA,UKR
United States of America,Aurora (CO),2024,395052,US,USA
Portugal,Sintra,2025,395528,PT,PRT
United States of America,Wichita (KS),2024,396119,US,USA
Malaysia,M.P. Kota Bharu Bandaraya Islam,2022,396193,MY,MYS
Japan,Hirakata,2022,397289,JP,JPN
China,Luquan,2002,397449,CN,CHN
Kenya,Kisumu,2021,397853,KE,KEN
United States of America,Arlington (TX),2024,398431,US,USA
Czechia,Brno,2022,398510,CZ,CZE
China,Loudi,2002,398577,CN,CHN
China,Ruichang,2002,398844,CN,CHN
Brazil,Anápolis,2024,398869,BR,BRA
Panama,San Miguelito,2025,399900,PA,PAN
India,Agartala,2017,400004,IN,IND
India,Bhagalpur,2017,400146,IN,IND
China,Ningde,2002,400293,CN,CHN
Colombia,Manizales,2020,400436,CO,COL
Pakistan,Wah,2024,400733,PK,PAK
Malaysia,M.P. Batu Pahat,2022,401210,MY,MYS
Japan,Miyazaki,2022,401339,JP,JPN
Japan,Toyonaka,2022,401558,JP,JPN
Japan,Gifu,2022,402557,JP,JPN
Iran (Islamic Republic of),Qazvin,2017,402748,IR,IRN
India,Rajarhat Gopalpur,2017,402844,IN,IND
India,South Dum Dum,2017,403316,IN,IND
United States of America,Tampa (FL),2024,403364,US,USA
China,Yan'an,2002,403868,CN,CHN
China,Tongchuan,2002,404257,CN,CHN
China,Shuangliao,2002,404499,CN,CHN
South Africa,Pietermaritzburg,2000,405385,ZA,ZAF
China,Heshan (Guangdong),2002,405779,CN,CHN
China,Yakeshi,2002,405806,CN,CHN
China,Huangshan,2002,406200,CN,CHN
Iraq,Basra,1987,406296,IQ,IRQ
Cuba,Santiago de Cuba,2025,406683,CU,CUB
Argentina,General San Martín,1991,406809,AR,ARG
Turkmenistan,ASHKHABAD,1990,407000,TM,TKM
Chile,La Florida,2024,407297,CL,CHL
Philippines,Biñan,2023,407437,PH,PHL
Venezuela (Bolivarian Republic of),Ciudad Bolívar,2016,407452,VE,VEN
Nigeria,Enugu,2002,407756,NG,NGA
Russian Federation,Tver,2013,407896,RU,RUS
Belgium,Liège (Luik),2024,408069,BE,BEL
Russian Federation,Stavropol,2013,408361,RU,RUS
Spain,Granada,2024,408869,ES,ESP
Russian Federation,Ivanovo,2013,408952,RU,RUS
China,Yuxi,2002,409044,CN,CHN
China,Zhalantun,2002,409051,CN,CHN
Japan,Nagasaki,2022,409118,JP,JPN
China,Lianzhou,2002,409360,CN,CHN
Saudi Arabia,Al-Khubar,2023,409549,SA,SAU
Brazil,Maringá,2024,409657,BR,BRA
Colombia,Pereira,2020,409670,CO,COL
China,Shanwei,2002,409677,CN,CHN
China,Sihui,2002,409804,CN,CHN
India,Bellary,2017,410445,IN,IND
Senegal,Kaolack,2011,410577,SN,SEN
Republic of Korea,Gumi (Kumi),2025,410610,KR,KOR
Russian Federation,Magnitogorsk,2013,410733,RU,RUS
